category_id;category;image;name;description
Fruit;77;Dataset/Fruit/1572.jpg;Moreller;Import, pr. kg
Fruit;77;Dataset/Fruit/1370.jpg;Vannmelon;Pr. kg Melonprisen gjelder uke 22
Fruit;77;Dataset/Fruit/1389.jpg;Avokado;
Fruit;77;Dataset/Fruit/1396.jpg;Vannmelon;Pr. kg
Fruit;77;Dataset/Fruit/1711.jpg;Honningmelon;Pr. kg
Fruit;77;Dataset/Fruit/1712.jpg;Moreller;Import, pr. kg
Fruit;77;Dataset/Fruit/990.jpg;Smågodt druer;200 g pr. kg 69,50 Prisen gjelder uke 12
Fruit;77;Dataset/Fruit/995.jpg;Smågodt ananas;120 g pr. kg 115,83
Fruit;77;Dataset/Fruit/996.jpg;Smågodt blåbær;100 g pr. kg 139,00
Fruit;77;Dataset/Fruit/1000.jpg;Smågodt fruktmiks;120 g pr. kg 115,83
Fruit;77;Dataset/Fruit/1001.jpg;Smågodt druer;200 g pr. kg 69,50
Fruit;77;Dataset/Fruit/1259.jpg;Vannmelon;Pr. kg Melonprisen gjelder uke 22
Fruit;77;Dataset/Fruit/1278.jpg;Avokado;
Fruit;77;Dataset/Fruit/3882.jpg;NEKTARINER;1 kg. Pr kurv
Fruit;77;Dataset/Fruit/849.jpg;Pink lady epler;6 stk. Pr pk. Kronemarked. kronemarked
Fruit;77;Dataset/Fruit/850.jpg;MANGO;Pr stk. Kronemarked. kronemarked
Fruit;77;Dataset/Fruit/851.jpg;Blåbær;125 g. Pr kg 120,00. KRONEMARKED. KRONEMARKED
Fruit;77;Dataset/Fruit/852.jpg;Bær;Bringebær eller bjørnebær. 125 g. Pr pk Pr kg 160,00. Kronemarked. kronemarked
Fruit;77;Dataset/Fruit/853.jpg;KIWI Grønne;
Fruit;77;Dataset/Fruit/854.jpg;Joya epler;Røde. 6 stk. Pr pk. Kronemarked. kronemarked
Fruit;77;Dataset/Fruit/871.jpg;Pink lady epler;6 stk
Fruit;77;Dataset/Fruit/876.jpg;BÆR;Bringebær eller bjørnebær. 125 g. Pr pk Pr kg 160,00.
Fruit;77;Dataset/Fruit/969.jpg;Pink lady epler;6 stk. Pr pk. Kronemarked. kronemarked
Fruit;77;Dataset/Fruit/970.jpg;MANGO;Pr stk. Kronemarked. kronemarked
Fruit;77;Dataset/Fruit/971.jpg;Blåbær;125 g. Pr kg 120,00. KRONEMARKED. KRONEMARKED
Fruit;77;Dataset/Fruit/972.jpg;Bær;Bringebær eller bjørnebær. 125 g. Pr pk Pr kg 160,00. Kronemarked. kronemarked
Fruit;77;Dataset/Fruit/973.jpg;KIWI Grønne;
Fruit;77;Dataset/Fruit/974.jpg;Joya epler;Røde. 6 stk. Pr pk. Kronemarked. kronemarked
Fruit;77;Dataset/Fruit/751.jpg;Pink lady epler;6 stk
Fruit;77;Dataset/Fruit/756.jpg;BÆR;Bringebær eller bjørnebær. 125 g. Pr pk Pr kg 160,00.
Fruit;77;Dataset/Fruit/502.jpg;Pærer;Pr kg.
Fruit;77;Dataset/Fruit/506.jpg;Økologiske appelsiner;1,5 kg. Pr nett. Pr kg 19,93.
Fruit;77;Dataset/Fruit/1605.jpg;Avokado;stor, spisemoden, Chile
Fruit;77;Dataset/Fruit/1607.jpg;Kiwi;6pk grønn, 5pk gul, Italia/New Zealand
Fruit;77;Dataset/Fruit/3952.jpg;Hel vannmelon;(delt 14,90/kg). pr kg
Fruit;77;Dataset/Fruit/438.jpg;Kiwi;
Fruit;77;Dataset/Fruit/440.jpg;Appelsiner;pr kg, gule/r?de, Cevita
Fruit;77;Dataset/Fruit/442.jpg;Appelsiner;nett, First Price
Fruit;77;Dataset/Fruit/1103.jpg;Druer i kurv;Grønne eller fargede. 500 g Pr kg 45,80
Fruit;77;Dataset/Fruit/1143.jpg;Druer i kurv;Grønne eller fargede. 500 g Pr kg 45,80
Fruit;77;Dataset/Fruit/1147.jpg;Pærer;Pr kg
Fruit;77;Dataset/Fruit/4011.jpg;Honningmelon;Pr kg Delt 16,90
Fruit;77;Dataset/Fruit/4057.jpg;Bananer;Pr kg
Fruit;77;Dataset/Fruit/4061.jpg;Ananas;Pr kg Delt 14,90
Fruit;77;Dataset/Fruit/535.jpg;Jordbær;Cevita, 400g Enh.pris 74,75 pr.kg
Fruit;77;Dataset/Fruit/1903.jpg;Moreller;Pr hg Pr kg 99,00
Fruit;77;Dataset/Fruit/1905.jpg;Ananas;Hel. Pr kg Delt 16,90
Fruit;77;Dataset/Fruit/1906.jpg;Sitroner;Pr kg
Fruit;77;Dataset/Fruit/1820.jpg;Moreller;PR. HG. Tyrkia, BaRe, 89,00 pr. kg
Fruit;77;Dataset/Fruit/1821.jpg;Blåbær;BaRe, 125 g. 10,00
Fruit;77;Dataset/Fruit/1822.jpg;Nektariner i kurv;PR. KURV. . BaRe, 1 kg kurv, 20,00 pr. kg
Fruit;77;Dataset/Fruit/1823.jpg;Spisemoden avocado;PR.  BaRe, 29,00 pr
Fruit;77;Dataset/Fruit/1722.jpg;Mango;BaRe, 10,00 Alltid 10% lavere pris på frukt og grønt når du handler med Æ
Fruit;77;Dataset/Fruit/1723.jpg;Ananas gold;BaRe, 10,00 Alltid 10% lavere pris på frukt og grønt når du handler med Æ
Fruit;77;Dataset/Fruit/1724.jpg;Nektarin;Kurv, 1 kg, 20,00 pr. kg Alltid 10% lavere pris på frukt og grønt når du handler med Æ
Fruit;77;Dataset/Fruit/1725.jpg;Spisemoden avocado 2-pk;90. BaRe, 320 g, 93,44 pr. kg Alltid 10% lavere pris på frukt og grønt når du handler med Æ
Fruit;77;Dataset/Fruit/1729.jpg;Blåbær;BaRe, 125 g, 80,00 pr. kg Alltid 10% lavere pris på frukt og grønt når du handler med Æ
Fruit;77;Dataset/Fruit/1761.jpg;Økologiske bær;Frys, Kolonihagen, Norrek, 250 g, 80,00 pr. kg
Fruit;77;Dataset/Fruit/1530.jpg;Nektarin kurv;PR. KURV. BaRe
Fruit;77;Dataset/Fruit/1531.jpg;Vannmelon hel / delt;PR. KG. Spania
Fruit;77;Dataset/Fruit/3848.jpg;Sunniva Juice;
Fruit;77;Dataset/Fruit/2879.jpg;Nektariner, kurv;
Fruit;77;Dataset/Fruit/5773.jpg;Kiwi;
Fruit;77;Dataset/Fruit/5801.jpg;Bananer;
Fruit;77;Dataset/Fruit/5817.jpg;Kiwi;
Fruit;77;Dataset/Fruit/5840.jpg;Bananer;
Fruit;77;Dataset/Fruit/3830.jpg;Druer grønne;
Fruit;77;Dataset/Fruit/1054.jpg;Druer;Grønne eller fargede. 500 g. Pr kg 39,80
Fruit;77;Dataset/Fruit/3936.jpg;Coop smak forskjellen druer;Farget eller grønn. 500 g. Pr kg 49,80
Fruit;77;Dataset/Fruit/1908.jpg;Nektariner;1 kg. Pr kurv
Fruit;77;Dataset/Fruit/1913.jpg;Mango;
Fruit;77;Dataset/Fruit/1195.jpg;Jordbær;400 g. Pr kg 50,00
Fruit;77;Dataset/Fruit/1199.jpg;Bringebær;125 g. Pr kg 160,00
Fruit;77;Dataset/Fruit/1200.jpg;Blåbær;125 g. Pr kg 120,00
Fruit;77;Dataset/Fruit/1213.jpg;Änglamark økologiske bananer;Pr kg
Fruit;77;Dataset/Fruit/3787.jpg;Druer;Fargede eller grønne. 500 g. Pr kg 39,80
Fruit;77;Dataset/Fruit/3798.jpg;Coop smak forskjellen druer;Farget eller grønn. 500 g. Pr kg 49,80
Fruit;77;Dataset/Fruit/1793.jpg;Vannmelon;hel, pr kg
Fruit;77;Dataset/Fruit/1794.jpg;Piel de Sapo/Cantaloupe/ Honningmelon;hel, pr kg
Fruit;77;Dataset/Fruit/2600.jpg;Frisk kvarg;bringebær/sitron, 150g, Eldorado. 66,67/kg
Fruit;77;Dataset/Fruit/5964.jpg;Klementiner;pr kg, Cevita
Fruit;77;Dataset/Fruit/5975.jpg;Norske moreller;pr hg. 129,00/kg
Fruit;77;Dataset/Fruit/5977.jpg;Smågodt;alle varianter, shaker, 100-175g, Cevita. 85,14-149,00/kg
Fruit;77;Dataset/Fruit/5978.jpg;Norske plommer;i kurv, 750g. 66,53/kg
Fruit;77;Dataset/Fruit/5981.jpg;Bananer;pr kg, Dole
Fruit;77;Dataset/Fruit/2662.jpg;Sitron;2pk, GoEco
Fruit;77;Dataset/Fruit/3697.jpg;Bringebær;pr kurv, 300g. 83,00/kg
Fruit;77;Dataset/Fruit/2683.jpg;Mandariner;312g, Eldorado. 28,57/kg u. lake
Fruit;77;Dataset/Fruit/3708.jpg;Klementiner;pr kg, Cevita
Fruit;77;Dataset/Fruit/2685.jpg;Sitronsaft;115ml, Sicilia. 86,96/l
Fruit;77;Dataset/Fruit/2686.jpg;Fersken/ nektarin;
Fruit;77;Dataset/Fruit/3713.jpg;Vittoria druer;pr kg
Fruit;77;Dataset/Fruit/3736.jpg;Vittoria druer;pr kg
Fruit;77;Dataset/Fruit/3751.jpg;Nektarin;pr kurv
Fruit;77;Dataset/Fruit/3769.jpg;Norske moreller;pr hg. 129,00/kg
Fruit;77;Dataset/Fruit/7102.jpg;Avokado;pr stk, Season
Fruit;77;Dataset/Fruit/712.jpg;Bananer;pr kg, First Price
Fruit;77;Dataset/Fruit/7116.jpg;Grønne druer;pr kg
Fruit;77;Dataset/Fruit/7120.jpg;Conferense pærer;pr kg
Fruit;77;Dataset/Fruit/1237.jpg;Blåbær;shaker, 225g, Cevita. 132,89/kg
Fruit;77;Dataset/Fruit/1238.jpg;Mango;pr stk, Cevita
Fruit;77;Dataset/Fruit/730.jpg;Bananer;pr kg, First Price
Fruit;77;Dataset/Fruit/731.jpg;Bananer;pr kg, Bendit
Fruit;77;Dataset/Fruit/732.jpg;Bananer;pr kg, Fairtrade/økologisk
Fruit;77;Dataset/Fruit/1774.jpg;Vannmelon;hel, pr kg
Vegetables;78;Dataset/Vegetables/257.jpg;Grønnsaker til taco;Cherrytomater 250 g, agurk, hjertesalat , løk eller rødløk 400 g
Vegetables;78;Dataset/Vegetables/266.jpg;Findus grønnsaker perfekt til;Kjøtt, fisk og lapskaus. Fryst. Fra 500 g. Fra 33,33/kg. fra 32,90
Vegetables;78;Dataset/Vegetables/597.jpg;Søtpoteter;Pr kg
Vegetables;78;Dataset/Vegetables/598.jpg;Mandelpoteter 2 kg;2 kg. Pr kg 14,95
Vegetables;78;Dataset/Vegetables/618.jpg;Coop minigulrot/snackgulrot;150/250 g Fra 40,00/kg
Vegetables;78;Dataset/Vegetables/620.jpg;Findus wok classic;480 g Fra 46,88/kg. 26,00
Vegetables;78;Dataset/Vegetables/300.jpg;Snackgulrot/minigulrot;150 g/250 g. Fra 40,00/kg. 1 stk fra 11,90. Kampanjene gjelder kun private husholdninger. Forbehold om trykkfeil og utsolgt
Vegetables;78;Dataset/Vegetables/301.jpg;Brokkoli stk;En stk fra 16,90
Vegetables;78;Dataset/Vegetables/303.jpg;Blomkål stk;En stk fra 14,90
Vegetables;78;Dataset/Vegetables/1101.jpg;Krydderplanter;. Utvalgte varianter. 8 cm 1 stk se hyllepris
Vegetables;78;Dataset/Vegetables/1102.jpg;Brokkkoli;
Vegetables;78;Dataset/Vegetables/1873.jpg;Grill perfekt grillpoteter;PR PK. Marinerte. 350 g Pr kg 96,86
Vegetables;78;Dataset/Vegetables/1877.jpg;Grill perfekt grillsalat;PR PK. 200 g Pr kg 124,50
Vegetables;78;Dataset/Vegetables/346.jpg;Cherrytomater/hjertesalat;250 g/ Fra 40,00/kg. 1 pk se hylleetikett
Vegetables;78;Dataset/Vegetables/347.jpg;Brokkoli;1 stk se hylleetikett
Vegetables;78;Dataset/Vegetables/1892.jpg;Klasetomater;PR PK. 500 g Pr kg 39,80
Vegetables;78;Dataset/Vegetables/1171.jpg;Coop fløtegratinerte poteter;750 g. 46,67/kg Ord.pris 40,50
Vegetables;78;Dataset/Vegetables/671.jpg;Coop jordbær;PR PK. Fryste. 500 g Pr kg 33,80
Vegetables;78;Dataset/Vegetables/1189.jpg;Sjampinjong;Pr kg
Vegetables;78;Dataset/Vegetables/1190.jpg;Rødløk;400 g. Pr strømpe Pr kg 32,25
Vegetables;78;Dataset/Vegetables/1193.jpg;Tomater;Pr kg
Vegetables;78;Dataset/Vegetables/6057.jpg;Rødløk/cherrytomater/hjertesalat 2 stk;Fra 250 g. Pr kg fra 37,25
Vegetables;78;Dataset/Vegetables/1194.jpg;Pærer;Pr kg
Vegetables;78;Dataset/Vegetables/6059.jpg;Brokkoli;
Vegetables;78;Dataset/Vegetables/686.jpg;Coop gulrot;1 kg pose
Vegetables;78;Dataset/Vegetables/687.jpg;Coop salater;2 for 30. Utvalgte varianter. Fra 50-200 g 1 pk se hylleetikett
Vegetables;78;Dataset/Vegetables/701.jpg;Coop fløtegratinerte poteter;750 g. 46,67/kg Ord.pris 40,50
Vegetables;78;Dataset/Vegetables/1280.jpg;Brokkoli;
Vegetables;78;Dataset/Vegetables/1282.jpg;Mais;2 pk. Sous vide, 7,45
Vegetables;78;Dataset/Vegetables/1283.jpg;Krydderurter;Ass
Vegetables;78;Dataset/Vegetables/1284.jpg;Søtpotet;Pr. kg
Vegetables;78;Dataset/Vegetables/1567.jpg;Norsk sommerkål;Pr. kg
Vegetables;78;Dataset/Vegetables/1380.jpg;Dagens sommersalat;225 g pr. kg 84,44.
Vegetables;78;Dataset/Vegetables/1388.jpg;Paprika, rød, spiss;
Vegetables;78;Dataset/Vegetables/1390.jpg;Salater;
Vegetables;78;Dataset/Vegetables/1391.jpg;Brokkoli;
Vegetables;78;Dataset/Vegetables/1393.jpg;Mais;2 pk. Sous vide, 7,45
Vegetables;78;Dataset/Vegetables/1394.jpg;Krydderurter;Ass
Vegetables;78;Dataset/Vegetables/1395.jpg;Søtpotet;Pr. kg
Vegetables;78;Dataset/Vegetables/1682.jpg;Dagens sommersalat;225 g pr. kg 88,44.
Vegetables;78;Dataset/Vegetables/1704.jpg;Nosk sommerkål;Pr. kg
Vegetables;78;Dataset/Vegetables/1705.jpg;Salater - ruccula, baby spinat, baby leaf mix;
Vegetables;78;Dataset/Vegetables/1706.jpg;Trippelsalat;
Vegetables;78;Dataset/Vegetables/1707.jpg;Tomater;400 g Delicioso, pr. kg 62,25
Vegetables;78;Dataset/Vegetables/1709.jpg;Norsk blomkål;
Vegetables;78;Dataset/Vegetables/1710.jpg;Mais sous vide;1 kg biter
Vegetables;78;Dataset/Vegetables/993.jpg;Smågodt gulrot;175 g pr. kg 79,43
Vegetables;78;Dataset/Vegetables/994.jpg;Smågodt paprika;150 g pr. kg 92,67
Vegetables;78;Dataset/Vegetables/997.jpg;Smågodt tomater;150 g pr. kg 92,67
Vegetables;78;Dataset/Vegetables/998.jpg;Smågodt sukkererter;150 g pr. kg 92,67
Vegetables;78;Dataset/Vegetables/999.jpg;Smågodt agurk;150 g pr. kg 92,67
Vegetables;78;Dataset/Vegetables/1269.jpg;Dagens sommersalat;225 g pr. kg 84,44.
Vegetables;78;Dataset/Vegetables/1277.jpg;Paprika, rød, spiss;
Vegetables;78;Dataset/Vegetables/1279.jpg;Salater;
Vegetables;78;Dataset/Vegetables/3860.jpg;COOP SMAK FORSKJELLEN FLAVANCE TOMATER;400 g. Pr pk
Vegetables;78;Dataset/Vegetables/3900.jpg;COOP CHERRYTOMATER;I klase. 400 g. Pr pk
Vegetables;78;Dataset/Vegetables/855.jpg;Hjerte salat;2 pk. Pr pk. Kronemarked. kronemarked
Vegetables;78;Dataset/Vegetables/856.jpg;Avokado;Modnet. 2 stk. Pr pk. Kronemarked. kronemarked
Vegetables;78;Dataset/Vegetables/857.jpg;Blomkål;Pr stk. Kronemarked. kronemarked
Vegetables;78;Dataset/Vegetables/858.jpg;Amandinepoteter;2 kg. Pr kg 15,00. KRONEMARKED. KRONEMARKED
Vegetables;78;Dataset/Vegetables/859.jpg;Sjalottløk;250 g. Pr pk. Pr kg 40,00. Kronemarked. kronemarked
Vegetables;78;Dataset/Vegetables/874.jpg;Amandinepoteter;2 kg. Pr pose Pr kg 15,00.
Vegetables;78;Dataset/Vegetables/975.jpg;Hjerte salat;2 pk. Pr pk. Kronemarked. kronemarked
Vegetables;78;Dataset/Vegetables/976.jpg;Avokado;Modnet. 2 stk. Pr pk. Kronemarked. kronemarked
Vegetables;78;Dataset/Vegetables/977.jpg;Blomkål;Pr stk. Kronemarked. kronemarked
Vegetables;78;Dataset/Vegetables/978.jpg;Amandinepoteter;2 kg. Pr kg 15,00. KRONEMARKED. KRONEMARKED
Vegetables;78;Dataset/Vegetables/979.jpg;Sjalottløk;250 g. Pr pk. Pr kg 40,00. Kronemarked. kronemarked
Vegetables;78;Dataset/Vegetables/495.jpg;Coop megas slottspotet;Krydret. Pr hg. Pr kg 89,00.
Vegetables;78;Dataset/Vegetables/754.jpg;Amandinepoteter;2 kg. Pr pose Pr kg 15,00.
Vegetables;78;Dataset/Vegetables/503.jpg;Søtpoteter;Pr kg
Vegetables;78;Dataset/Vegetables/504.jpg;Blomkål;Pr stk.
Vegetables;78;Dataset/Vegetables/505.jpg;Mandelpoteter;2 kg. Pr pk. Pr kg 14,95.
Vegetables;78;Dataset/Vegetables/254.jpg;Hodekål;Pr kg
Vegetables;78;Dataset/Vegetables/255.jpg;Cherrytomater klase;400 g. Pr kg 49,75
Vegetables;78;Dataset/Vegetables/540.jpg;Nypoteter;pose. 1,5kg, Israel
Vegetables;78;Dataset/Vegetables/1583.jpg;Salatbar;plukk&miks (149,00/kg). pr hg
Vegetables;78;Dataset/Vegetables/1611.jpg;Bifftomater/norske tomater;Nederland. pr kg
Vegetables;78;Dataset/Vegetables/1619.jpg;Salatbar;. plukk&miks (149,00/kg). pr hg
Vegetables;78;Dataset/Vegetables/1628.jpg;Brokkolisalat med tørrsaltet bacon;fra ferskvaredisken (149,00/kg). pr hg
Vegetables;78;Dataset/Vegetables/355.jpg;Gresk salat;pr hg, fra delikatessedisken
Vegetables;78;Dataset/Vegetables/360.jpg;Gresk salat;
Vegetables;78;Dataset/Vegetables/1646.jpg;Urter;pr potte. 9cm, stort utvalg
Vegetables;78;Dataset/Vegetables/1647.jpg;Jacobs Utvalgte tomater;pr hg. Hanasand, Norge (99,00/kg)
Vegetables;78;Dataset/Vegetables/1648.jpg;Bifftomater/Norske tomater;pr kg. Nederland
Vegetables;78;Dataset/Vegetables/2972.jpg;Gulrøtter;Gartner, Norge
Vegetables;78;Dataset/Vegetables/3998.jpg;Salatbar;plukk & miks (149,00/kg). pr hg
Vegetables;78;Dataset/Vegetables/2984.jpg;Salatbar;plukk&miks (149,00/kg). pr hg
Vegetables;78;Dataset/Vegetables/435.jpg;Cherrytomater;shaker, Spania
Vegetables;78;Dataset/Vegetables/436.jpg;Salatbar;pr hg, gjelder ikke alle butikker
Vegetables;78;Dataset/Vegetables/439.jpg;Gulrot;750g, Gartner
Vegetables;78;Dataset/Vegetables/441.jpg;Paprika miks;
Vegetables;78;Dataset/Vegetables/448.jpg;Asparges;450g, Peru
Vegetables;78;Dataset/Vegetables/1125.jpg;Coop fløtegratinerte poteter;750 g. 46,67/kg Ord.pris 40,50
Vegetables;78;Dataset/Vegetables/1145.jpg;Rødløk;400 g. Pr strømpe Pr kg 32,25
Vegetables;78;Dataset/Vegetables/1146.jpg;Sjampinjong;Pr kg
Vegetables;78;Dataset/Vegetables/1148.jpg;Tomater;Pr kg
Vegetables;78;Dataset/Vegetables/4042.jpg;Coop minigulrot/ snackgulrot;Coop. Fra 150 g. Pr kg fra 39,60
Vegetables;78;Dataset/Vegetables/4046.jpg;Paprika;Rød Pr kg
Vegetables;78;Dataset/Vegetables/463.jpg;Coop fløtegratinerte poteter;750 g. 46,67/kg Ord.pris 40,50
Vegetables;78;Dataset/Vegetables/4054.jpg;Utvalgte Delikat salater;200 g. Pr kg 124,50
Vegetables;78;Dataset/Vegetables/4059.jpg;Norsk brokkoli;
Vegetables;78;Dataset/Vegetables/512.jpg;Bakepotet uten folie;pr.kg
Vegetables;78;Dataset/Vegetables/531.jpg;Ruccula mix;175g Enh.pris 113,71 pr.kg
Vegetables;78;Dataset/Vegetables/532.jpg;Nypoteter;nett, 1,5kg Enh.pris 19,93 pr.kg
Vegetables;78;Dataset/Vegetables/533.jpg;Isbergsalat;pr.stk
Vegetables;78;Dataset/Vegetables/1901.jpg;Nykål;NORSK. Nykål dyrkes flere steder i landet, men felles for alle er at jordsmonnet gir en god kvalitet på ny kålen. En god norsk mattradisjon er nykål med nypoteter og spekemat. Den friske fargen og smaken gjør seg også godt på grillen, smør dampet i wok eller strimlet i salat. Hos Matkroken får du nå sesongens friske og gode nykål
Vegetables;78;Dataset/Vegetables/1904.jpg;Hjertesalat;2 stk
Vegetables;78;Dataset/Vegetables/1537.jpg;Crispi-salat;BaRe, 150 g
Vegetables;78;Dataset/Vegetables/1538.jpg;Brokkoli;BaRe
Vegetables;78;Dataset/Vegetables/1539.jpg;Amandine potet;1 kg. BaRe
Vegetables;78;Dataset/Vegetables/1824.jpg;Mais 2-pk;PR. Sous vide, BaRe, 10,00 pr
Vegetables;78;Dataset/Vegetables/1825.jpg;Grillmix;vasket og klar. BaRe, 225 g. 18,00
Vegetables;78;Dataset/Vegetables/1826.jpg;Tomat og sweetbite;BaRe, 400 g. 62,50 pr. kg
Vegetables;78;Dataset/Vegetables/1827.jpg;Bakepoteter;PR. KG. Løsvekt, BaRe, 20,00 pr. kg
Vegetables;78;Dataset/Vegetables/1836.jpg;Miniplommetomat;Bama 150 g, kr 140,00 pr. kg
Vegetables;78;Dataset/Vegetables/1838.jpg;Tomat og sweetbite;Bama 400 g, kr 62,50 pr. kg
Vegetables;78;Dataset/Vegetables/1840.jpg;Bifftomat;Bama.
Vegetables;78;Dataset/Vegetables/1844.jpg;Sweetbite paprika;Bama 140 g, kr 150,00 pr. kg
Vegetables;78;Dataset/Vegetables/1859.jpg;Sommerkål;PR. KG. Norsk, BaRe, 20,00 pr. kg
Vegetables;78;Dataset/Vegetables/1860.jpg;Isbergsalat;Norsk, BaRe, 12,00
Vegetables;78;Dataset/Vegetables/1861.jpg;Tomater løsvekt;PR. KG. Norsk, BaRe, 20,00 pr. kg
Vegetables;78;Dataset/Vegetables/1726.jpg;Grillmiks tomat og sweetbite;BaRe, 400 g, 62,50 pr. kg Alltid 10% lavere pris på frukt og grønt når du handler med Æ
Vegetables;78;Dataset/Vegetables/1727.jpg;Sweetbite paprika;Når. MED OLIVENOLJE OG HAVSALT BaRe, 140 g, 150,00 pr. kg Alltid 10% lavere pris på frukt og grønt når du handler med Æ
Vegetables;78;Dataset/Vegetables/1728.jpg;Grill mix;BaRe, 225 g, 80,00 pr. kg Alltid 10% lavere pris på frukt og grønt når du handler med Æ
Vegetables;78;Dataset/Vegetables/1737.jpg;Potetbåter grillkrydrede;Bare, 350g
Vegetables;78;Dataset/Vegetables/1738.jpg;Mandelpoteter urtekrydrede;
Vegetables;78;Dataset/Vegetables/1743.jpg;Tomat og sweetbite;Bama 400 g, kr 62,50 pr. kg
Vegetables;78;Dataset/Vegetables/1745.jpg;Miniplommetomat;Bama 150 g, kr 140,00 pr. kg
Vegetables;78;Dataset/Vegetables/1747.jpg;Sweetbite paprika;Bama 140 g, kr 150,00 pr. kg
Vegetables;78;Dataset/Vegetables/1749.jpg;Bifftomat;Bama.
Vegetables;78;Dataset/Vegetables/1500.jpg;Byggsalat sweet & spicy;Mills, 390 g, 102,31 pr. kg
Vegetables;78;Dataset/Vegetables/1506.jpg;Middelhavssalat;Mills, 390 g, 102,31 pr. kg
Vegetables;78;Dataset/Vegetables/1508.jpg;Potetsalat;Mills, 500 g, 42,80 pr. kg
Vegetables;78;Dataset/Vegetables/1520.jpg;Miniplommetomat;
Vegetables;78;Dataset/Vegetables/1522.jpg;Sweetbite paprika;
Vegetables;78;Dataset/Vegetables/1524.jpg;Bifftomat;
Vegetables;78;Dataset/Vegetables/1529.jpg;Tomat og sweetbite;Bama 400 g, kr 62,50 pr. kg
Vegetables;78;Dataset/Vegetables/1532.jpg;Urter basilikum;
Vegetables;78;Dataset/Vegetables/1533.jpg;Urter koriander;
Vegetables;78;Dataset/Vegetables/1534.jpg;Mais 2-pk;sous vide, BaRe
Vegetables;78;Dataset/Vegetables/1535.jpg;Ferdig kuttet salater;Vakset og klar, 175 - 225 g
Vegetables;78;Dataset/Vegetables/3840.jpg;Hjertesalat;
Vegetables;78;Dataset/Vegetables/2880.jpg;Crispisalat;
Vegetables;78;Dataset/Vegetables/7267.jpg;Blomkål og brokkoli;
Vegetables;78;Dataset/Vegetables/5793.jpg;Sukkererter;
Vegetables;78;Dataset/Vegetables/5825.jpg;Snacksgulrot;
Vegetables;78;Dataset/Vegetables/5834.jpg;Sukkererter;
Vegetables;78;Dataset/Vegetables/1058.jpg;Coop minigulrot/ snackgulrot;150/250 g Fra 40,00/kg
Vegetables;78;Dataset/Vegetables/1065.jpg;Brokkoli;
Vegetables;78;Dataset/Vegetables/1066.jpg;Økologiske poteter;1,5 kg. Pr kg 19,93
Vegetables;78;Dataset/Vegetables/3905.jpg;Brokkoli;
Vegetables;78;Dataset/Vegetables/6005.jpg;Gulrøtter;
Vegetables;78;Dataset/Vegetables/1212.jpg;Hjertesalat/ cherrytomater;Hjertesalat 2pk , cherrytomater 250 g. Pr enhet
Vegetables;78;Dataset/Vegetables/3778.jpg;Brokkoli;
Vegetables;78;Dataset/Vegetables/3802.jpg;Coop mini-/snackgulrøtter;150/250 g Fra 40,00/kg
Vegetables;78;Dataset/Vegetables/1792.jpg;Isbergsalat;norsk
Vegetables;78;Dataset/Vegetables/1795.jpg;Blomkål;norsk
Vegetables;78;Dataset/Vegetables/1797.jpg;Mais i biter;sous vide, 1kg
Vegetables;78;Dataset/Vegetables/5954.jpg;Gulrøtter;
Vegetables;78;Dataset/Vegetables/2653.jpg;Tomater;grovhakkede, 400g, Coppola. 25,00/kg
